timestamp,source_ip,destination_ip,protocol,port,packet_size,flag,label
2024-01-04 00:00:30.400000+00:00,193.60.46.36,192.168.1.100,TCP,443,57,SYN,ddos
2024-01-06 00:11:40+00:00,192.168.1.88,198.51.100.55,TCP,8443,8298,PSH,data_exfiltration
2024-01-06 00:11:25+00:00,192.168.1.88,203.0.113.99,TCP,443,8976,PSH,data_exfiltration
2024-01-01 01:41:40+00:00,192.168.1.16,10.0.0.4,TCP,443,1541,FIN,benign
2024-01-01 01:12:00+00:00,192.168.1.33,10.0.0.9,TCP,8080,1453,ACK,benign
2024-01-04 00:00:17.100000+00:00,201.233.98.237,192.168.1.100,UDP,443,65,SYN,ddos
2024-01-01 00:36:20+00:00,192.168.1.37,10.0.0.19,TCP,53,1074,ACK,benign
2024-01-06 00:08:45+00:00,192.168.1.88,203.0.113.99,TCP,8443,8155,PSH,data_exfiltration
2024-01-04 00:00:14.500000+00:00,136.54.165.219,192.168.1.100,TCP,80,60,SYN,ddos
2024-01-01 01:45:00+00:00,192.168.1.11,10.0.0.9,UDP,443,1421,SYN-ACK,benign
2024-01-04 00:00:06.100000+00:00,15.244.132.214,192.168.1.100,UDP,443,62,UDP_FLOOD,ddos
2024-01-03 00:02:35.500000+00:00,203.0.113.5,192.168.1.1,TCP,367,55,SYN,scan
2024-01-01 00:09:50+00:00,192.168.1.17,10.0.0.1,UDP,80,1057,SYN-ACK,benign
2024-01-01 00:49:40+00:00,192.168.1.38,10.0.0.6,HTTPS,443,1396,SYN-ACK,benign
2024-01-05 01:00:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,252,ACK,c2
2024-01-01 00:12:10+00:00,192.168.1.36,10.0.0.13,TCP,443,1127,SYN-ACK,benign
2024-01-01 00:27:00+00:00,192.168.1.36,10.0.0.19,HTTPS,443,1046,FIN,benign
2024-01-03 00:02:22+00:00,198.51.100.7,192.168.1.1,TCP,931,61,RST,scan
2024-01-04 00:00:27.300000+00:00,253.153.2.247,192.168.1.100,ICMP,443,61,SYN,ddos
2024-01-04 00:00:11.300000+00:00,189.199.110.34,192.168.1.100,UDP,443,61,SYN,ddos
2024-01-04 00:00:29.200000+00:00,40.177.85.57,192.168.1.100,TCP,443,64,UDP_FLOOD,ddos
2024-01-01 01:38:30+00:00,192.168.1.20,10.0.0.6,UDP,53,1284,SYN-ACK,benign
2024-01-01 00:52:40+00:00,192.168.1.4,10.0.0.3,TCP,53,1307,FIN,benign
2024-01-01 00:07:30+00:00,192.168.1.25,10.0.0.10,HTTPS,443,1434,ACK,benign
2024-01-05 01:09:00+00:00,192.168.1.66,185.220.101.5,TCP,1337,264,ACK,c2
2024-01-06 00:00:30+00:00,192.168.1.88,203.0.113.99,TCP,443,7434,PSH,data_exfiltration
2024-01-01 01:11:10+00:00,192.168.1.42,10.0.0.5,TCP,8080,994,SYN-ACK,benign
2024-01-01 01:36:50+00:00,192.168.1.12,10.0.0.10,HTTPS,53,1344,ACK,benign
2024-01-01 00:12:40+00:00,192.168.1.48,10.0.0.1,HTTPS,443,1181,FIN,benign
2024-01-06 00:07:35+00:00,192.168.1.88,203.0.113.99,TCP,443,8436,PSH,data_exfiltration
2024-01-04 00:00:09.400000+00:00,213.162.139.214,192.168.1.100,UDP,80,56,SYN,ddos
2024-01-02 00:02:00+00:00,45.33.4.4,192.168.1.10,TCP,22,252,login_failed,brute_force
2024-01-06 00:07:50+00:00,192.168.1.88,203.0.113.99,TCP,443,8202,PSH,data_exfiltration
2024-01-03 00:01:31.500000+00:00,203.0.113.5,192.168.1.1,TCP,256,45,SYN,scan
2024-01-03 00:02:44.500000+00:00,198.51.100.7,192.168.1.1,TCP,464,57,RST,scan
2024-01-02 00:04:37+00:00,45.33.4.3,192.168.1.10,TCP,22,203,failed,brute_force
2024-01-01 00:05:00+00:00,192.168.1.27,10.0.0.5,TCP,80,1371,SYN-ACK,benign
2024-01-03 00:00:50.500000+00:00,198.51.100.7,192.168.1.1,TCP,594,65,SYN,scan
2024-01-04 00:00:29.500000+00:00,74.107.124.198,192.168.1.100,UDP,443,69,SYN,ddos
2024-01-03 00:01:59.500000+00:00,203.0.113.5,192.168.1.1,TCP,804,62,SYN,scan
2024-01-02 00:05:14+00:00,45.33.3.2,192.168.1.20,TCP,22,177,failed,brute_force
2024-01-03 00:00:47+00:00,198.51.100.7,192.168.1.1,TCP,250,46,SYN,scan
2024-01-01 01:25:40+00:00,192.168.1.16,10.0.0.15,HTTPS,443,976,SYN-ACK,benign
2024-01-04 00:00:23+00:00,34.228.101.145,192.168.1.100,UDP,80,64,SYN,ddos
2024-01-04 00:00:24.700000+00:00,229.167.88.80,192.168.1.100,TCP,80,66,SYN,ddos
2024-01-05 02:40:00+00:00,192.168.1.66,185.220.101.5,TCP,4444,259,ACK,c2
2024-01-04 00:00:25.300000+00:00,29.194.253.16,192.168.1.100,TCP,443,58,UDP_FLOOD,ddos
2024-01-01 00:07:20+00:00,192.168.1.4,10.0.0.12,TCP,80,832,ACK,benign
2024-01-05 00:36:00+00:00,192.168.1.55,194.165.16.5,TCP,1337,260,ACK,c2
2024-01-01 00:28:00+00:00,192.168.1.2,10.0.0.4,HTTPS,443,1161,ACK,benign
2024-01-01 00:50:30+00:00,192.168.1.25,10.0.0.12,UDP,80,929,ACK,benign
2024-01-03 00:00:00+00:00,203.0.113.5,192.168.1.1,TCP,283,40,SYN,scan
2024-01-01 01:32:30+00:00,192.168.1.7,10.0.0.12,HTTPS,53,1540,FIN,benign
2024-01-06 00:08:15+00:00,192.168.1.88,198.51.100.55,TCP,8443,9000,ACK,data_exfiltration
2024-01-01 01:41:10+00:00,192.168.1.31,10.0.0.11,HTTPS,80,1313,ACK,benign
2024-01-04 00:00:29.800000+00:00,249.237.37.134,192.168.1.100,TCP,80,56,SYN,ddos
2024-01-02 00:01:37+00:00,45.33.1.2,192.168.1.20,TCP,22,227,failed,brute_force
2024-01-01 01:13:00+00:00,192.168.1.4,10.0.0.1,TCP,443,1009,ACK,benign
2024-01-01 01:37:00+00:00,192.168.1.49,10.0.0.4,TCP,443,1027,ACK,benign
2024-01-04 00:00:19.800000+00:00,159.44.188.76,192.168.1.100,UDP,80,70,UDP_FLOOD,ddos
2024-01-01 01:27:50+00:00,192.168.1.33,10.0.0.4,TCP,80,896,ACK,benign
2024-01-01 00:57:00+00:00,192.168.1.33,10.0.0.10,TCP,8080,1200,ACK,benign
2024-01-05 01:26:00+00:00,192.168.1.66,185.220.101.5,TCP,1337,259,ACK,c2
2024-01-01 01:01:10+00:00,192.168.1.35,10.0.0.7,HTTPS,80,1314,FIN,benign
2024-01-01 00:30:50+00:00,192.168.1.13,10.0.0.2,TCP,53,1074,ACK,benign
2024-01-03 00:01:03+00:00,203.0.113.5,192.168.1.1,TCP,330,66,RST,scan
2024-01-05 01:44:00+00:00,192.168.1.66,185.220.101.5,TCP,8443,254,ACK,c2
2024-01-04 00:00:10.500000+00:00,103.220.206.53,192.168.1.100,UDP,80,62,SYN,ddos
2024-01-01 00:50:00+00:00,192.168.1.20,10.0.0.10,TCP,80,767,PSH,benign
2024-01-06 00:06:30+00:00,192.168.1.88,198.51.100.55,TCP,8443,8199,PSH,data_exfiltration
2024-01-02 00:02:52+00:00,45.33.1.1,192.168.1.20,TCP,22,185,SYN,brute_force
2024-01-01 01:30:30+00:00,192.168.1.2,10.0.0.15,HTTPS,80,1304,ACK,benign
2024-01-04 00:00:28+00:00,238.16.120.84,192.168.1.100,TCP,80,66,SYN,ddos
2024-01-01 00:58:20+00:00,192.168.1.35,10.0.0.6,UDP,80,1087,ACK,benign
2024-01-06 00:08:55+00:00,192.168.1.88,198.51.100.55,TCP,8443,7421,PSH,data_exfiltration
2024-01-04 00:00:19+00:00,204.112.238.126,192.168.1.100,TCP,443,59,SYN,ddos
2024-01-02 00:05:18+00:00,45.33.3.3,192.168.1.10,TCP,22,183,failed,brute_force
2024-01-01 00:29:10+00:00,192.168.1.44,10.0.0.19,UDP,22,1156,FIN,benign
2024-01-01 01:20:20+00:00,192.168.1.14,10.0.0.13,TCP,53,1417,ACK,benign
2024-01-04 00:00:09.200000+00:00,76.57.107.156,192.168.1.100,TCP,80,57,SYN,ddos
2024-01-04 00:00:29+00:00,191.206.12.156,192.168.1.100,TCP,80,59,SYN,ddos
2024-01-01 00:20:30+00:00,192.168.1.24,10.0.0.16,TCP,443,1409,ACK,benign
2024-01-01 01:39:50+00:00,192.168.1.12,10.0.0.17,TCP,53,1101,ACK,benign
2024-01-05 02:24:00+00:00,192.168.1.66,185.220.101.5,TCP,1337,262,ACK,c2
2024-01-05 01:35:00+00:00,192.168.1.55,185.220.101.5,TCP,1337,269,ACK,c2
2024-01-04 00:00:05.800000+00:00,159.171.101.165,192.168.1.100,UDP,80,61,SYN,ddos
2024-01-03 00:01:37.500000+00:00,198.51.100.7,192.168.1.1,TCP,99,62,RST,scan
2024-01-01 01:20:50+00:00,192.168.1.47,10.0.0.19,TCP,443,1335,ACK,benign
2024-01-01 00:55:10+00:00,192.168.1.46,10.0.0.11,HTTPS,8080,1369,FIN,benign
2024-01-02 00:02:08+00:00,45.33.2.1,192.168.1.10,TCP,22,196,SYN,brute_force
2024-01-01 00:32:20+00:00,192.168.1.33,10.0.0.17,HTTPS,443,869,ACK,benign
2024-01-01 01:46:10+00:00,192.168.1.17,10.0.0.10,TCP,53,792,ACK,benign
2024-01-01 01:18:30+00:00,192.168.1.39,10.0.0.17,TCP,8080,1358,ACK,benign
2024-01-05 01:03:00+00:00,192.168.1.66,194.165.16.5,TCP,4444,247,PSH,c2
2024-01-01 00:53:40+00:00,192.168.1.8,10.0.0.11,TCP,80,1267,SYN-ACK,benign
2024-01-03 00:01:43+00:00,198.51.100.7,192.168.1.1,TCP,590,81,RST,scan
2024-01-01 00:44:20+00:00,192.168.1.23,10.0.0.11,TCP,80,1051,ACK,benign
2024-01-04 00:00:22.300000+00:00,128.108.158.17,192.168.1.100,UDP,80,69,SYN,ddos
2024-01-05 02:33:00+00:00,192.168.1.66,194.165.16.5,TCP,8443,253,PSH,c2
2024-01-01 00:11:10+00:00,192.168.1.29,10.0.0.19,TCP,80,970,SYN-ACK,benign
2024-01-05 01:27:00+00:00,192.168.1.66,194.165.16.5,TCP,1337,248,PSH,c2
2024-01-04 00:00:27.200000+00:00,154.53.145.86,192.168.1.100,TCP,80,55,SYN,ddos
2024-01-04 00:00:24.300000+00:00,199.122.24.11,192.168.1.100,UDP,80,57,UDP_FLOOD,ddos
2024-01-01 01:20:00+00:00,192.168.1.22,10.0.0.19,TCP,80,1363,ACK,benign
2024-01-05 01:46:00+00:00,192.168.1.55,194.165.16.5,TCP,1337,277,PSH,c2
2024-01-06 00:07:15+00:00,192.168.1.88,198.51.100.55,TCP,8443,8673,ACK,data_exfiltration
2024-01-04 00:00:12+00:00,191.68.243.147,192.168.1.100,UDP,80,57,SYN,ddos
2024-01-04 00:00:14+00:00,242.25.67.252,192.168.1.100,UDP,443,60,SYN,ddos
2024-01-02 00:03:47+00:00,45.33.3.1,192.168.1.10,TCP,22,222,SYN,brute_force
2024-01-01 01:10:20+00:00,192.168.1.22,10.0.0.12,HTTPS,443,1127,ACK,benign
2024-01-05 00:24:00+00:00,192.168.1.66,194.165.16.5,TCP,8443,257,PSH,c2
2024-01-04 00:00:12.900000+00:00,93.225.202.226,192.168.1.100,TCP,80,71,SYN,ddos
2024-01-02 00:01:44+00:00,45.33.3.3,192.168.1.10,TCP,22,195,login_failed,brute_force
2024-01-01 01:26:30+00:00,192.168.1.28,10.0.0.15,TCP,80,1354,ACK,benign
2024-01-04 00:00:11.100000+00:00,240.124.139.104,192.168.1.100,ICMP,443,57,UDP_FLOOD,ddos
2024-01-01 01:42:10+00:00,192.168.1.12,10.0.0.8,HTTPS,8080,1399,SYN-ACK,benign
2024-01-04 00:00:21+00:00,70.251.148.133,192.168.1.100,ICMP,80,63,SYN,ddos
2024-01-05 02:12:00+00:00,192.168.1.66,194.165.16.5,TCP,1337,238,ACK,c2
2024-01-05 00:08:00+00:00,192.168.1.66,185.220.101.5,TCP,4444,237,ACK,c2
2024-01-01 01:15:30+00:00,192.168.1.28,10.0.0.11,UDP,443,1426,PSH,benign
2024-01-02 00:01:10+00:00,45.33.4.3,192.168.1.20,TCP,22,181,auth_fail,brute_force
2024-01-01 01:29:00+00:00,192.168.1.40,10.0.0.7,UDP,53,1562,ACK,benign
2024-01-02 00:05:05+00:00,45.33.4.1,192.168.1.10,TCP,22,203,failed,brute_force
2024-01-03 00:02:27+00:00,198.51.100.7,192.168.1.1,TCP,150,65,RST,scan
2024-01-05 01:29:00+00:00,192.168.1.66,185.220.101.5,TCP,1337,241,PSH,c2
2024-01-01 00:43:30+00:00,192.168.1.40,10.0.0.8,TCP,8080,1620,PSH,benign
2024-01-01 01:29:10+00:00,192.168.1.10,10.0.0.1,TCP,443,1068,ACK,benign
2024-01-02 00:05:08+00:00,45.33.1.4,192.168.1.10,TCP,22,194,failed,brute_force
2024-01-01 00:40:00+00:00,192.168.1.16,10.0.0.8,HTTPS,80,1238,ACK,benign
2024-01-02 00:02:39+00:00,45.33.2.3,192.168.1.10,TCP,22,204,failed,brute_force
2024-01-02 00:00:32+00:00,45.33.4.4,192.168.1.10,TCP,22,213,auth_fail,brute_force
2024-01-01 01:10:00+00:00,192.168.1.32,10.0.0.8,TCP,22,1482,ACK,benign
2024-01-03 00:00:47.500000+00:00,198.51.100.7,192.168.1.1,TCP,255,64,SYN,scan
2024-01-06 00:14:25+00:00,192.168.1.88,198.51.100.55,TCP,8443,8337,PSH,data_exfiltration
2024-01-01 01:00:50+00:00,192.168.1.46,10.0.0.6,TCP,80,1083,ACK,benign
2024-01-03 00:00:16+00:00,198.51.100.7,192.168.1.1,TCP,803,50,RST,scan
2024-01-03 00:02:05+00:00,203.0.113.5,192.168.1.1,TCP,658,60,SYN,scan
2024-01-01 01:38:00+00:00,192.168.1.30,10.0.0.6,HTTPS,22,1178,PSH,benign
2024-01-02 00:01:16+00:00,45.33.3.3,192.168.1.20,TCP,22,239,auth_fail,brute_force
2024-01-05 01:51:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,245,ACK,c2
2024-01-02 00:04:41+00:00,45.33.1.4,192.168.1.20,TCP,22,191,failed,brute_force
2024-01-01 00:11:50+00:00,192.168.1.34,10.0.0.10,HTTPS,80,1281,ACK,benign
2024-01-04 00:00:08.700000+00:00,88.6.27.82,192.168.1.100,UDP,80,66,UDP_FLOOD,ddos
2024-01-01 00:43:10+00:00,192.168.1.39,10.0.0.3,TCP,443,1296,ACK,benign
2024-01-01 00:08:30+00:00,192.168.1.28,10.0.0.4,HTTPS,80,957,ACK,benign
2024-01-01 00:33:00+00:00,192.168.1.15,10.0.0.17,TCP,443,1201,ACK,benign
2024-01-05 02:18:00+00:00,192.168.1.55,194.165.16.5,TCP,1337,255,ACK,c2
2024-01-01 01:48:20+00:00,192.168.1.38,10.0.0.5,TCP,8080,1060,ACK,benign
2024-01-01 00:55:20+00:00,192.168.1.30,10.0.0.9,UDP,443,1327,PSH,benign
2024-01-04 00:00:03.900000+00:00,3.212.198.103,192.168.1.100,UDP,80,66,SYN,ddos
2024-01-01 01:38:50+00:00,192.168.1.25,10.0.0.2,TCP,443,1171,FIN,benign
2024-01-04 00:00:07.100000+00:00,39.25.21.138,192.168.1.100,UDP,80,64,UDP_FLOOD,ddos
2024-01-05 02:30:00+00:00,192.168.1.66,185.220.101.5,TCP,1337,266,PSH,c2
2024-01-03 00:02:42+00:00,203.0.113.5,192.168.1.1,TCP,367,64,RST,scan
2024-01-03 00:01:00.500000+00:00,198.51.100.7,192.168.1.1,TCP,783,44,SYN,scan
2024-01-03 00:00:08+00:00,203.0.113.5,192.168.1.1,TCP,894,60,SYN,scan
2024-01-04 00:00:00.600000+00:00,174.224.254.216,192.168.1.100,TCP,443,55,UDP_FLOOD,ddos
2024-01-01 01:11:00+00:00,192.168.1.49,10.0.0.4,HTTPS,80,1089,PSH,benign
2024-01-04 00:00:23.800000+00:00,71.110.55.129,192.168.1.100,TCP,443,66,SYN,ddos
2024-01-03 00:02:31.500000+00:00,203.0.113.5,192.168.1.1,TCP,561,77,SYN,scan
2024-01-01 01:38:20+00:00,192.168.1.49,10.0.0.10,TCP,53,1122,FIN,benign
2024-01-06 00:11:00+00:00,192.168.1.88,203.0.113.99,TCP,443,8162,PSH,data_exfiltration
2024-01-06 00:12:35+00:00,192.168.1.88,198.51.100.55,TCP,8443,7313,PSH,data_exfiltration
2024-01-03 00:01:11+00:00,198.51.100.7,192.168.1.1,TCP,255,58,SYN,scan
2024-01-02 00:05:25+00:00,45.33.4.3,192.168.1.10,TCP,22,221,failed,brute_force
2024-01-01 01:06:20+00:00,192.168.1.29,10.0.0.2,TCP,443,1220,FIN,benign
2024-01-04 00:00:19.100000+00:00,155.240.136.151,192.168.1.100,UDP,80,66,UDP_FLOOD,ddos
2024-01-01 01:12:40+00:00,192.168.1.5,10.0.0.9,UDP,80,1407,ACK,benign
2024-01-01 00:32:00+00:00,192.168.1.9,10.0.0.11,HTTPS,80,1215,FIN,benign
2024-01-04 00:00:11.500000+00:00,48.115.210.41,192.168.1.100,UDP,443,67,SYN,ddos
2024-01-01 01:42:20+00:00,192.168.1.25,10.0.0.3,UDP,443,1281,ACK,benign
2024-01-04 00:00:17.300000+00:00,89.152.172.145,192.168.1.100,UDP,443,47,SYN,ddos
2024-01-01 01:36:00+00:00,192.168.1.32,10.0.0.2,TCP,80,1331,FIN,benign
2024-01-02 00:05:26+00:00,45.33.1.4,192.168.1.10,TCP,22,198,SYN,brute_force
2024-01-04 00:00:11.200000+00:00,67.215.7.151,192.168.1.100,TCP,80,57,SYN,ddos
2024-01-02 00:00:46+00:00,45.33.4.1,192.168.1.10,TCP,22,211,SYN,brute_force
2024-01-03 00:02:14+00:00,203.0.113.5,192.168.1.1,TCP,682,56,RST,scan
2024-01-01 00:23:30+00:00,192.168.1.39,10.0.0.6,TCP,80,1238,FIN,benign
2024-01-04 00:00:03.700000+00:00,148.153.66.137,192.168.1.100,UDP,443,62,SYN,ddos
2024-01-01 00:00:20+00:00,192.168.1.15,10.0.0.4,UDP,53,1228,SYN-ACK,benign
2024-01-03 00:01:55.500000+00:00,198.51.100.7,192.168.1.1,TCP,522,67,SYN,scan
2024-01-06 00:03:40+00:00,192.168.1.88,198.51.100.55,TCP,8443,8268,PSH,data_exfiltration
2024-01-04 00:00:30.200000+00:00,216.176.102.253,192.168.1.100,UDP,443,64,UDP_FLOOD,ddos
2024-01-01 00:56:30+00:00,192.168.1.34,10.0.0.14,HTTPS,22,1168,ACK,benign
2024-01-05 01:59:00+00:00,192.168.1.66,194.165.16.5,TCP,4444,257,PSH,c2
2024-01-04 00:00:21.600000+00:00,118.104.161.31,192.168.1.100,UDP,80,65,SYN,ddos
2024-01-01 01:20:30+00:00,192.168.1.28,10.0.0.16,TCP,443,1384,FIN,benign
2024-01-01 00:44:10+00:00,192.168.1.25,10.0.0.2,UDP,443,1520,SYN-ACK,benign
2024-01-01 01:02:40+00:00,192.168.1.42,10.0.0.6,TCP,80,1198,ACK,benign
2024-01-02 00:01:21+00:00,45.33.1.2,192.168.1.20,TCP,22,189,failed,brute_force
2024-01-03 00:00:11.500000+00:00,198.51.100.7,192.168.1.1,TCP,289,62,RST,scan
2024-01-01 01:13:10+00:00,192.168.1.6,10.0.0.14,UDP,80,1284,ACK,benign
2024-01-01 00:45:10+00:00,192.168.1.7,10.0.0.6,TCP,443,926,PSH,benign
2024-01-01 00:30:40+00:00,192.168.1.27,10.0.0.14,TCP,80,1374,ACK,benign
2024-01-02 00:04:39+00:00,45.33.1.1,192.168.1.10,TCP,22,207,login_failed,brute_force
2024-01-01 00:40:40+00:00,192.168.1.16,10.0.0.10,TCP,80,1240,SYN-ACK,benign
2024-01-02 00:04:31+00:00,45.33.3.4,192.168.1.20,TCP,22,242,login_failed,brute_force
2024-01-01 01:14:10+00:00,192.168.1.40,10.0.0.8,HTTPS,80,688,FIN,benign
2024-01-01 01:39:20+00:00,192.168.1.19,10.0.0.7,HTTPS,443,878,FIN,benign
2024-01-02 00:02:37+00:00,45.33.2.2,192.168.1.10,TCP,22,202,failed,brute_force
2024-01-03 00:02:21+00:00,203.0.113.5,192.168.1.1,TCP,859,67,SYN,scan
2024-01-05 00:26:00+00:00,192.168.1.55,185.220.101.5,TCP,8443,265,ACK,c2
2024-01-01 01:21:00+00:00,192.168.1.49,10.0.0.18,TCP,53,1092,ACK,benign
2024-01-02 00:00:20+00:00,45.33.3.3,192.168.1.20,TCP,22,190,failed,brute_force
2024-01-01 01:09:10+00:00,192.168.1.23,10.0.0.13,TCP,22,1726,ACK,benign
2024-01-01 00:45:30+00:00,192.168.1.26,10.0.0.2,TCP,80,1047,SYN-ACK,benign
2024-01-04 00:00:15.100000+00:00,205.149.186.85,192.168.1.100,UDP,443,61,SYN,ddos
2024-01-06 00:00:20+00:00,192.168.1.88,203.0.113.99,TCP,8443,7339,PSH,data_exfiltration
2024-01-04 00:00:13.400000+00:00,1.235.244.33,192.168.1.100,UDP,443,59,SYN,ddos
2024-01-01 00:41:40+00:00,192.168.1.26,10.0.0.6,TCP,80,633,ACK,benign
2024-01-01 01:08:50+00:00,192.168.1.14,10.0.0.11,TCP,80,1596,ACK,benign
2024-01-04 00:00:06.500000+00:00,157.139.229.18,192.168.1.100,TCP,80,60,UDP_FLOOD,ddos
2024-01-03 00:02:38.500000+00:00,203.0.113.5,192.168.1.1,TCP,951,73,SYN,scan
2024-01-02 00:00:55+00:00,45.33.4.2,192.168.1.20,TCP,22,176,auth_fail,brute_force
2024-01-01 00:51:40+00:00,192.168.1.2,10.0.0.9,HTTPS,443,1051,FIN,benign
2024-01-02 00:04:26+00:00,45.33.4.3,192.168.1.20,TCP,22,201,failed,brute_force
2024-01-01 01:03:30+00:00,192.168.1.24,10.0.0.2,UDP,53,946,ACK,benign
2024-01-04 00:00:24.500000+00:00,196.228.220.185,192.168.1.100,TCP,443,64,SYN,ddos
2024-01-01 01:10:50+00:00,192.168.1.22,10.0.0.16,UDP,53,934,PSH,benign
2024-01-06 00:04:05+00:00,192.168.1.88,198.51.100.55,TCP,8443,7466,PSH,data_exfiltration
2024-01-01 01:28:40+00:00,192.168.1.1,10.0.0.7,TCP,443,1059,ACK,benign
2024-01-02 00:01:32+00:00,45.33.1.3,192.168.1.20,TCP,22,219,failed,brute_force
2024-01-02 00:01:45+00:00,45.33.4.2,192.168.1.10,TCP,22,177,login_failed,brute_force
2024-01-04 00:00:03.600000+00:00,41.134.216.27,192.168.1.100,UDP,80,64,SYN,ddos
2024-01-01 01:08:00+00:00,192.168.1.20,10.0.0.6,TCP,443,894,ACK,benign
2024-01-04 00:00:29.400000+00:00,185.121.226.202,192.168.1.100,UDP,80,64,SYN,ddos
2024-01-02 00:00:34+00:00,45.33.2.4,192.168.1.20,TCP,22,239,login_failed,brute_force
2024-01-05 01:28:00+00:00,192.168.1.55,185.220.101.5,TCP,4444,253,PSH,c2
2024-01-01 01:31:20+00:00,192.168.1.8,10.0.0.3,UDP,53,1098,PSH,benign
2024-01-02 00:04:36+00:00,45.33.1.1,192.168.1.10,TCP,22,218,login_failed,brute_force
2024-01-04 00:00:06.900000+00:00,204.67.181.167,192.168.1.100,TCP,443,59,UDP_FLOOD,ddos
2024-01-04 00:00:28.700000+00:00,121.128.78.152,192.168.1.100,ICMP,80,61,SYN,ddos
2024-01-06 00:09:30+00:00,192.168.1.88,198.51.100.55,TCP,443,8611,PSH,data_exfiltration
2024-01-04 00:00:16.100000+00:00,129.56.118.132,192.168.1.100,UDP,443,68,SYN,ddos
2024-01-01 00:30:20+00:00,192.168.1.33,10.0.0.9,HTTPS,80,1000,SYN-ACK,benign
2024-01-06 00:09:35+00:00,192.168.1.88,203.0.113.99,TCP,443,7214,ACK,data_exfiltration
2024-01-03 00:01:25+00:00,203.0.113.5,192.168.1.1,TCP,189,73,RST,scan
2024-01-01 00:28:20+00:00,192.168.1.45,10.0.0.4,TCP,8080,1221,SYN-ACK,benign
2024-01-01 00:48:40+00:00,192.168.1.33,10.0.0.11,TCP,22,1410,FIN,benign
2024-01-01 01:33:30+00:00,192.168.1.25,10.0.0.17,HTTPS,80,1174,ACK,benign
2024-01-04 00:00:13.600000+00:00,17.126.8.57,192.168.1.100,UDP,80,68,UDP_FLOOD,ddos
2024-01-06 00:04:15+00:00,192.168.1.88,198.51.100.55,TCP,8443,8956,PSH,data_exfiltration
2024-01-05 00:01:00+00:00,192.168.1.66,194.165.16.5,TCP,1337,251,ACK,c2
2024-01-02 00:03:09+00:00,45.33.1.2,192.168.1.20,TCP,22,179,failed,brute_force
2024-01-01 00:45:20+00:00,192.168.1.16,10.0.0.19,TCP,53,1509,ACK,benign
2024-01-04 00:00:22.900000+00:00,123.233.190.175,192.168.1.100,TCP,80,66,SYN,ddos
2024-01-03 00:00:22+00:00,203.0.113.5,192.168.1.1,TCP,684,64,SYN,scan
2024-01-05 01:33:00+00:00,192.168.1.55,185.220.101.5,TCP,1337,270,PSH,c2
2024-01-01 01:01:50+00:00,192.168.1.23,10.0.0.15,TCP,443,1366,ACK,benign
2024-01-05 00:19:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,280,ACK,c2
2024-01-02 00:01:01+00:00,45.33.4.4,192.168.1.10,TCP,22,180,failed,brute_force
2024-01-02 00:01:13+00:00,45.33.2.4,192.168.1.20,TCP,22,219,login_failed,brute_force
2024-01-02 00:01:57+00:00,45.33.4.1,192.168.1.10,TCP,22,183,auth_fail,brute_force
2024-01-01 01:26:20+00:00,192.168.1.49,10.0.0.1,HTTPS,80,1070,SYN-ACK,benign
2024-01-01 00:55:40+00:00,192.168.1.38,10.0.0.14,UDP,80,1147,ACK,benign
2024-01-02 00:03:05+00:00,45.33.2.3,192.168.1.20,TCP,22,202,failed,brute_force
2024-01-03 00:02:10.500000+00:00,198.51.100.7,192.168.1.1,TCP,861,66,SYN,scan
2024-01-03 00:00:31+00:00,198.51.100.7,192.168.1.1,TCP,915,72,RST,scan
2024-01-06 00:08:10+00:00,192.168.1.88,198.51.100.55,TCP,8443,8027,PSH,data_exfiltration
2024-01-01 00:02:30+00:00,192.168.1.3,10.0.0.9,HTTPS,80,1431,ACK,benign
2024-01-02 00:00:47+00:00,45.33.2.2,192.168.1.20,TCP,22,181,failed,brute_force
2024-01-02 00:04:00+00:00,45.33.3.2,192.168.1.10,TCP,22,176,login_failed,brute_force
2024-01-06 00:12:50+00:00,192.168.1.88,198.51.100.55,TCP,443,8627,ACK,data_exfiltration
2024-01-04 00:00:25.200000+00:00,34.103.196.75,192.168.1.100,UDP,443,67,SYN,ddos
2024-01-02 00:04:03+00:00,45.33.3.1,192.168.1.10,TCP,22,172,login_failed,brute_force
2024-01-01 01:17:30+00:00,192.168.1.48,10.0.0.1,HTTPS,53,1276,SYN-ACK,benign
2024-01-06 00:12:40+00:00,192.168.1.88,198.51.100.55,TCP,8443,8589,ACK,data_exfiltration
2024-01-01 00:33:10+00:00,192.168.1.32,10.0.0.3,TCP,80,1400,ACK,benign
2024-01-03 00:01:48+00:00,203.0.113.5,192.168.1.1,TCP,200,58,SYN,scan
2024-01-03 00:00:32.500000+00:00,203.0.113.5,192.168.1.1,TCP,862,64,SYN,scan
2024-01-03 00:01:10.500000+00:00,198.51.100.7,192.168.1.1,TCP,355,60,SYN,scan
2024-01-04 00:00:05.900000+00:00,207.29.114.107,192.168.1.100,TCP,443,59,SYN,ddos
2024-01-03 00:00:04+00:00,203.0.113.5,192.168.1.1,TCP,794,66,SYN,scan
2024-01-02 00:01:07+00:00,45.33.4.4,192.168.1.10,TCP,22,200,auth_fail,brute_force
